,No Mhs,Kalkulus 1 TP1,Kalkulus TP2,Kalkulus 1 UTS,Kalkulus 1 UAS,Kalkulus 1 Rata-Rata,Data Sci IoT TP1,Data Sci IoT TP2,Data Sci IoT UTS,Data Sci IoT UAS,Data Sci IoT Rata-Rata,Keamanan Komp TP1,Keamanan Komp TP2,Keamanan Komp UTS,Keamanan Komp UAS,Keamanan Komp Rata-Rata,Jaringan Komp TP1,Jaringan Komp TP2,Jaringan Komp UTS,Jaringan Komp UAS,Jaringan Komp Rata-Rata,Machine Learning Lanjut TP1,Machine Learning Lanjut TP2,Machine Learning Lanjut UTS,Machine Learning Lanjut UAS,Machine Learning Lanjut Rata-Rata,Pemodelan B. Objek TP1,Pemodelan B. Objek TP2,Pemodelan B. Objek UTS,Pemodelan B. Objek UAS,Pemodelan B. Objek Rata-Rata,Pengolahan Gbr Data Sci TP1,Pengolahan Gbr Data Sci TP2,Pengolahan Gbr Data Sci TP3,Pengolahan Gbr Data Sci TP4,Pengolahan Gbr Data Sci Rata-Rata,Pemrograman Web TP1,Pemrograman Web TP2,Pemrograman Web UTS,Pemrograman Web UAS,Pemrograman Web Rata-Rata,Pemrograman Mobile TP1,Pemrograman Mobile TP2,Pemrograman Mobile UTS,Pemrograman Mobile UAS,Pemrograman Mobile Rata-Rata,Blockchain TP1,Blockchain TP2,Blockchain UTS,Blockchain UAS,Blockchain Rata-Rata,Topik Skripsi
574,574,6,4,9,7,6,7,4,2,5,4,8,4,9,3,6,5,6,10,8,7,7,5,9,1,6,11,10,7,4,8,11,11,8,12,10,7,4,4,7,6,6,2,2,6,4,5,5,2,3,4,Pengolahan Gbr Data Sci
575,575,7,9,6,7,7,6,5,6,5,6,12,8,11,12,11,10,12,7,7,9,11,11,12,11,11,12,12,10,12,12,5,4,7,1,4,5,2,7,2,4,8,6,7,10,8,12,9,10,6,9,Keamanan Komp
576,576,5,5,1,4,4,8,9,5,3,6,5,4,6,9,6,3,7,2,5,4,7,5,5,5,6,9,10,6,9,8,5,2,6,7,5,2,2,2,1,2,2,4,1,1,2,9,7,5,3,6,Keamanan Komp
577,577,9,12,8,7,9,6,6,5,5,6,6,4,1,5,4,6,3,5,6,5,10,6,4,7,7,7,6,7,9,7,9,7,5,5,6,8,8,12,10,10,8,4,6,4,6,12,9,6,3,8,Pemrograman Web
578,578,7,3,5,3,4,10,10,7,5,8,11,12,7,3,8,6,8,3,6,6,7,6,5,9,7,6,10,10,8,8,12,9,6,8,9,11,11,8,7,9,6,7,7,2,6,8,8,6,7,7,Data Sci IoT
579,579,9,10,11,11,10,12,12,11,10,11,8,6,4,9,7,12,10,7,12,10,12,10,11,9,10,5,9,6,7,7,9,6,7,8,8,10,7,4,4,6,7,9,6,9,8,11,12,11,12,12,Blockchain
580,580,3,7,8,2,5,9,8,8,8,8,2,4,4,5,4,2,6,4,3,4,4,2,2,4,3,6,7,7,4,6,4,3,6,7,5,7,5,6,4,6,3,3,3,8,4,8,8,7,8,8,Pemodelan B. Objek
581,581,9,8,4,7,7,11,10,6,9,9,7,10,10,12,10,12,11,10,12,11,5,9,8,8,8,12,11,7,5,9,8,6,8,2,6,5,9,6,6,6,9,8,12,10,10,6,5,5,10,6,Keamanan Komp
582,582,9,6,7,6,7,9,5,10,2,6,8,8,4,1,5,12,12,8,9,10,12,12,8,8,10,7,9,8,9,8,6,7,2,3,4,10,10,12,8,10,9,5,2,4,5,12,8,8,10,10,Jaringan Komp
583,583,10,9,10,7,9,8,12,11,5,9,5,8,8,9,8,5,9,5,7,6,9,11,11,8,10,11,11,8,4,8,11,9,9,11,10,6,9,7,3,6,12,12,10,10,11,6,8,4,5,6,Pemrograman Mobile
584,584,2,6,7,4,5,4,6,8,7,6,9,8,10,5,8,10,8,6,4,7,5,8,4,5,6,7,7,5,6,6,8,4,8,3,6,10,7,6,6,7,6,6,2,2,4,7,8,10,3,7,Jaringan Komp
585,585,6,8,7,10,8,7,5,7,2,5,12,9,11,8,10,12,10,9,6,9,7,11,4,5,7,8,9,10,9,9,9,8,6,7,8,12,11,11,11,11,8,5,1,6,5,6,9,4,7,6,Jaringan Komp
586,586,11,12,7,3,8,5,4,6,5,5,10,12,11,10,11,6,4,4,2,4,5,1,2,3,3,5,2,4,3,4,5,4,5,7,5,7,10,7,10,8,9,7,5,2,6,8,8,11,4,8,Pemrograman Web
587,587,10,10,7,10,9,9,7,5,4,6,11,11,9,11,10,11,9,11,10,10,11,11,8,9,10,5,4,7,9,6,5,8,8,4,6,8,12,8,4,8,7,7,10,10,8,6,3,7,3,5,Jaringan Komp
588,588,8,8,9,9,8,2,2,1,6,3,5,8,4,1,4,9,7,7,5,7,2,2,4,4,3,10,8,4,7,7,9,5,10,4,7,5,7,7,3,6,2,5,5,4,4,2,6,1,4,3,Pemodelan B. Objek
589,589,7,6,10,11,8,6,8,9,4,7,5,9,7,9,8,5,1,4,4,4,9,10,6,5,8,11,10,10,11,10,7,3,6,8,6,9,12,7,5,8,7,6,6,3,6,6,10,6,5,7,Keamanan Komp
590,590,7,9,5,7,7,9,6,3,4,6,8,4,3,3,4,9,9,5,7,8,7,11,12,9,10,5,8,4,4,5,8,6,7,11,8,8,9,5,9,8,6,3,4,5,4,5,7,9,5,6,Pengolahan Gbr Data Sci
591,591,7,8,5,5,6,7,10,6,4,7,10,12,10,10,10,7,11,10,5,8,8,12,8,11,10,6,3,3,1,3,11,9,10,6,9,8,6,5,8,7,8,6,3,7,6,11,9,9,10,10,Machine Learning Lanjut
592,592,5,3,1,3,3,5,4,4,1,4,5,4,3,8,5,8,5,6,4,6,10,6,5,10,8,5,7,8,1,5,2,3,5,2,3,6,4,1,3,4,6,9,7,10,8,6,6,5,4,5,Jaringan Komp
593,593,7,4,9,1,5,5,6,10,4,6,9,11,12,10,10,8,4,5,1,4,11,10,8,7,9,8,4,9,2,6,8,9,11,8,9,6,8,5,1,5,11,10,7,3,8,6,2,6,1,4,Machine Learning Lanjut
594,594,9,12,5,7,8,7,9,10,8,8,9,5,6,6,6,10,10,8,12,10,12,10,12,8,10,8,12,12,8,10,6,10,5,6,7,10,6,8,8,8,9,12,9,12,10,8,12,9,10,10,Pemodelan B. Objek
595,595,7,5,1,1,4,7,11,9,5,8,8,6,2,2,4,7,8,6,10,8,10,8,11,4,8,7,7,10,3,7,7,11,7,12,9,12,12,9,7,10,12,12,10,9,11,11,11,12,12,12,Pemrograman Web
596,596,8,10,7,10,9,7,7,6,3,6,10,10,7,9,9,6,9,6,8,7,4,1,6,4,4,5,2,6,1,4,9,7,4,9,7,8,8,7,5,7,5,5,10,3,6,5,9,3,4,5,Jaringan Komp
597,597,11,12,9,8,10,9,7,8,4,7,9,9,12,11,10,5,6,6,5,6,7,11,11,11,10,9,9,11,12,10,5,5,8,1,5,7,8,6,3,6,12,8,9,9,10,9,10,10,7,9,Kalkulus 1
598,598,5,1,4,3,3,12,9,9,12,10,12,8,12,4,9,6,2,4,3,4,9,7,7,6,7,8,6,3,2,5,7,4,9,7,7,9,10,6,8,8,7,3,5,8,6,7,11,9,7,8,Pemrograman Web
599,599,7,5,3,4,5,9,11,11,6,9,12,10,11,10,11,11,9,11,7,10,9,8,6,11,8,10,12,7,3,8,11,7,7,9,8,8,8,4,3,6,7,6,11,6,8,9,10,10,8,9,Keamanan Komp
600,600,3,3,6,7,5,9,5,3,7,6,7,10,3,3,6,6,9,7,10,8,2,3,4,3,3,8,9,10,9,9,2,5,6,7,5,3,4,4,7,4,7,3,8,7,6,5,8,4,5,6,Jaringan Komp
601,601,5,3,3,7,4,9,8,10,12,10,7,10,9,3,7,11,7,7,3,7,12,12,8,11,11,9,11,11,5,9,12,10,6,3,8,9,6,7,3,6,10,6,5,9,8,9,5,5,2,5,Data Sci IoT
602,602,12,8,10,6,9,5,8,5,3,5,6,2,7,1,4,12,9,5,7,8,7,10,6,7,8,10,7,7,3,7,6,2,5,1,4,6,9,10,8,8,9,7,8,9,8,9,10,10,5,8,Jaringan Komp
603,603,7,3,4,7,5,9,6,5,10,8,9,10,5,3,7,5,4,5,1,4,9,7,10,8,8,6,8,10,8,8,9,5,7,5,6,12,9,6,10,9,12,11,10,6,10,10,10,6,10,9,Pemrograman Mobile
604,604,5,2,7,2,4,9,9,7,3,7,8,8,8,9,8,8,6,2,3,5,8,5,8,5,6,7,4,6,6,6,4,4,6,2,4,6,6,5,10,7,3,7,7,3,5,8,7,3,2,5,Pemrograman Web
605,605,11,12,9,9,10,11,7,6,6,8,8,11,4,5,7,9,12,6,6,8,10,8,6,11,9,8,4,4,8,6,11,8,6,5,8,9,12,6,9,9,10,6,11,4,8,9,8,5,2,6,Machine Learning Lanjut
606,606,12,12,8,5,9,10,12,8,11,10,5,4,6,4,5,5,7,5,6,6,11,12,12,10,11,5,5,4,3,4,11,9,11,12,11,11,10,11,7,10,7,8,5,2,6,8,11,11,10,10,Pengolahan Gbr Data Sci
607,607,12,11,9,8,10,11,11,7,5,8,5,6,1,3,4,11,7,9,7,8,5,4,1,1,3,6,6,9,4,6,7,11,7,10,9,7,4,4,1,4,6,9,5,8,7,5,9,4,5,6,Data Sci IoT
608,608,9,5,9,2,6,9,6,10,7,8,4,8,9,9,8,7,6,3,2,4,2,5,6,1,4,6,5,6,1,4,9,6,10,10,9,9,7,8,8,8,9,5,9,5,7,9,8,6,10,8,Pengolahan Gbr Data Sci
609,609,11,7,8,10,9,8,12,5,6,8,10,10,10,11,10,8,4,3,3,4,6,7,5,1,5,6,6,8,6,6,6,8,3,5,6,7,10,4,5,6,10,10,10,8,10,8,4,6,7,6,Kalkulus 1
610,610,8,4,7,7,6,6,10,8,9,8,7,11,9,5,8,12,9,5,4,8,5,4,2,3,4,8,4,4,2,4,8,7,5,2,6,9,8,10,6,8,7,5,7,10,7,12,9,7,11,10,Keamanan Komp
611,611,7,7,9,4,7,8,11,9,8,9,8,9,4,5,6,9,7,9,3,7,8,12,11,11,10,10,7,8,9,8,11,11,11,10,11,6,6,11,7,8,10,11,12,6,10,7,3,4,6,5,Pengolahan Gbr Data Sci
612,612,2,3,1,4,2,10,6,8,2,6,6,9,4,2,5,2,6,3,2,3,8,4,8,3,6,3,7,5,1,4,10,6,3,7,6,7,6,5,6,6,7,10,10,5,8,3,6,2,4,4,Machine Learning Lanjut
613,613,8,6,3,6,6,7,10,4,1,6,11,7,12,7,9,10,11,11,11,11,12,11,10,7,10,12,10,8,7,9,8,7,3,2,5,7,10,10,4,8,8,10,6,5,7,11,11,7,6,9,Jaringan Komp
614,614,12,9,11,7,10,9,11,6,5,8,7,6,4,2,5,8,6,7,6,7,5,6,7,6,6,5,9,8,9,8,8,9,7,11,9,7,11,10,5,8,11,12,9,9,10,6,5,8,10,7,Pengolahan Gbr Data Sci
615,615,9,7,12,4,8,10,9,8,11,10,7,4,9,2,6,9,5,5,3,6,11,9,12,9,10,10,10,11,9,10,8,4,2,6,5,8,11,10,4,8,11,8,7,8,8,9,11,6,6,8,Data Sci IoT
616,616,9,8,9,4,8,9,7,7,8,8,4,8,6,6,6,5,8,6,8,7,6,8,5,5,6,2,5,6,6,5,9,5,3,7,6,9,10,7,4,8,5,5,3,4,4,7,3,4,1,4,Kalkulus 1
617,617,11,12,8,5,9,12,12,9,6,10,12,11,9,7,10,5,6,8,9,7,11,9,7,12,10,9,7,4,1,5,5,8,9,1,6,11,11,11,9,10,11,8,12,4,9,10,9,7,9,9,Machine Learning Lanjut
618,618,12,11,12,12,12,7,11,11,3,8,5,2,5,3,4,11,10,10,7,10,6,3,2,5,4,10,7,3,4,6,11,8,5,2,6,5,2,4,5,4,11,10,6,8,9,10,8,7,3,7,Jaringan Komp
619,619,10,9,7,7,8,8,6,6,10,8,6,8,11,7,8,7,5,7,8,7,8,10,5,3,6,9,7,9,11,9,11,10,10,12,11,8,12,11,10,10,10,11,6,6,8,9,11,9,6,9,Pemodelan B. Objek
620,620,5,4,4,4,4,9,6,5,2,6,10,10,7,3,8,3,2,4,5,4,4,1,5,1,3,3,7,3,5,4,8,8,8,6,8,6,7,2,6,5,4,8,9,2,6,5,5,1,6,4,Pengolahan Gbr Data Sci
621,621,6,4,3,4,4,11,8,5,10,8,10,10,6,10,9,8,10,9,6,8,11,7,12,11,10,11,7,8,6,8,9,10,11,9,10,11,8,12,8,10,8,12,9,9,10,10,7,9,5,8,Pengolahan Gbr Data Sci
622,622,11,10,9,8,10,12,9,5,8,8,7,5,9,6,7,9,12,7,4,8,6,7,8,6,7,5,1,2,6,4,11,8,12,9,10,10,8,7,5,8,6,8,9,7,8,9,8,11,9,9,Kalkulus 1
623,623,6,2,3,5,4,8,11,10,4,8,10,9,7,5,8,7,4,5,3,5,8,12,11,12,11,9,11,11,10,10,7,9,7,9,8,6,10,2,4,6,8,6,7,9,8,12,10,7,3,8,Pemodelan B. Objek
624,624,3,6,1,3,3,2,1,3,4,2,7,10,10,7,8,10,8,9,5,8,4,3,1,1,2,2,6,4,5,4,3,2,7,6,4,4,8,1,6,5,7,6,5,1,5,2,4,5,2,3,Pemrograman Web
625,625,11,9,6,11,9,7,10,12,12,10,10,10,7,6,8,12,10,12,8,10,9,12,11,7,10,11,8,12,8,10,6,10,7,8,8,7,7,9,7,8,7,5,8,7,7,6,10,7,9,8,Jaringan Komp
626,626,9,12,9,7,9,6,6,9,5,6,8,4,5,6,6,5,9,10,7,8,12,10,7,5,8,10,10,8,9,9,8,5,7,3,6,7,9,3,5,6,6,5,5,10,6,10,7,3,7,7,Jaringan Komp
627,627,9,8,5,8,8,8,9,8,8,8,11,12,8,11,10,12,10,10,6,10,10,10,9,9,10,6,9,8,3,6,9,11,11,11,10,12,10,10,6,10,12,9,10,9,10,7,10,8,12,9,Machine Learning Lanjut
628,628,10,7,9,8,8,7,4,5,7,6,4,3,8,2,4,4,1,2,1,2,5,4,6,2,4,3,7,1,1,3,3,4,3,4,4,8,6,8,10,8,6,9,9,3,7,10,8,6,4,7,Kalkulus 1
629,629,7,10,12,5,8,11,11,9,12,11,8,4,7,3,6,11,12,7,5,9,6,7,11,4,7,12,9,10,9,10,7,4,5,2,4,12,10,9,12,11,8,8,4,2,6,8,11,12,6,9,Data Sci IoT
630,630,12,10,10,7,10,11,11,11,8,10,6,10,4,9,7,8,8,5,10,8,9,10,7,11,9,9,12,6,11,10,6,5,3,8,6,9,11,7,5,8,7,9,4,4,6,12,8,12,7,10,Pemodelan B. Objek
631,631,7,8,5,7,7,10,8,5,1,6,11,7,8,4,8,5,7,1,1,4,12,9,9,12,10,12,10,10,10,10,12,9,5,3,7,9,12,6,2,7,11,10,9,7,9,10,9,6,8,8,Pemodelan B. Objek
632,632,2,6,7,1,4,7,7,6,10,8,3,1,6,4,4,4,5,2,6,4,5,6,7,9,7,9,6,5,7,7,2,5,3,3,3,5,6,5,6,6,2,2,5,6,4,3,6,3,5,4,Machine Learning Lanjut
633,633,11,9,12,7,10,6,3,2,4,4,9,9,9,12,10,9,6,3,7,6,8,7,7,3,6,12,11,11,12,12,7,4,5,2,4,9,9,8,10,9,7,8,9,11,9,7,10,4,5,6,Pemodelan B. Objek
634,634,5,7,4,1,4,7,10,12,9,10,5,4,5,5,5,10,6,11,9,9,9,11,11,10,10,11,10,12,11,11,5,7,7,1,5,5,8,5,9,7,10,6,9,3,7,5,7,3,7,6,Machine Learning Lanjut
635,635,8,5,2,4,5,8,4,4,1,4,11,12,8,12,11,12,8,10,11,10,7,8,5,4,6,6,10,4,3,6,5,4,6,1,4,10,6,3,6,6,10,9,6,5,8,9,5,7,1,6,Keamanan Komp
636,636,8,4,7,2,5,3,5,1,4,3,8,9,5,4,6,2,1,1,4,2,4,8,9,8,7,4,5,6,9,6,6,2,1,1,2,10,7,5,3,6,7,3,1,6,4,2,3,4,2,3,Pemodelan B. Objek
637,637,8,7,6,11,8,7,5,1,6,5,9,11,5,3,7,9,10,7,8,8,9,8,9,4,8,11,11,8,9,10,8,5,10,5,7,9,11,8,11,10,7,7,6,8,7,9,10,12,11,10,Pemodelan B. Objek
638,638,10,9,8,6,8,8,6,4,2,5,5,6,9,8,7,11,11,7,6,9,5,9,7,9,8,11,7,5,3,6,6,3,4,1,4,11,11,7,4,8,11,8,4,7,8,11,12,7,9,10,Jaringan Komp
639,639,5,4,4,2,4,10,12,9,10,10,5,3,1,6,4,8,10,9,7,8,8,4,9,9,8,9,6,8,7,8,5,1,5,5,4,6,8,7,5,6,8,5,5,9,7,9,9,5,9,8,Jaringan Komp
640,640,3,3,6,1,3,5,7,4,8,6,8,4,6,7,6,9,8,4,5,6,3,2,6,2,3,10,7,4,8,7,6,2,3,4,4,3,2,6,1,3,8,9,9,4,8,10,6,3,4,6,Data Sci IoT
641,641,12,9,11,10,10,10,9,9,10,10,11,12,7,6,9,12,12,12,12,12,9,11,11,10,10,6,10,6,9,8,6,7,3,2,4,7,8,4,4,6,11,7,7,6,8,12,11,8,6,9,Jaringan Komp
642,642,9,6,4,5,6,8,11,4,5,7,7,11,5,4,7,12,8,12,9,10,9,9,7,12,9,9,12,7,11,10,7,11,10,11,10,6,8,2,5,5,6,9,10,9,8,12,8,7,10,9,Pengolahan Gbr Data Sci
643,643,10,11,6,2,7,9,7,10,10,9,7,5,6,8,6,9,7,10,5,8,8,6,10,9,8,11,10,6,2,7,7,7,3,5,6,8,4,3,3,4,12,11,10,7,10,6,2,1,3,3,Jaringan Komp
644,644,7,5,9,7,7,3,3,2,5,3,3,7,3,1,4,9,6,3,7,6,2,4,4,1,3,5,4,8,7,6,7,7,9,8,8,3,6,3,6,4,6,10,5,8,7,10,7,4,5,6,Pengolahan Gbr Data Sci
645,645,7,10,5,9,8,7,5,6,8,6,9,9,5,2,6,11,10,8,9,10,11,9,6,7,8,11,7,4,7,7,9,12,12,6,10,10,7,10,11,10,9,7,9,5,8,5,5,6,3,5,Jaringan Komp
646,646,6,6,11,5,7,7,4,1,1,3,5,4,2,5,4,8,11,7,8,8,12,12,11,10,11,11,7,3,5,6,6,10,6,5,7,10,12,7,8,9,12,11,7,9,10,9,12,10,9,10,Pemrograman Mobile
647,647,11,7,10,8,9,5,8,9,7,7,6,10,9,11,9,7,6,3,8,6,7,7,12,11,9,12,11,9,10,10,12,9,8,4,8,12,10,9,5,9,12,12,11,10,11,6,4,5,9,6,Pemodelan B. Objek
648,648,7,5,10,3,6,8,4,7,5,6,7,3,2,3,4,7,3,8,3,5,10,9,8,9,9,8,6,8,2,6,3,7,1,2,3,10,7,6,7,8,9,10,5,4,7,9,9,7,9,8,Blockchain
649,649,8,6,3,2,5,12,11,10,8,10,5,7,10,3,6,5,6,2,1,4,6,4,5,4,5,12,12,12,10,12,8,5,1,1,4,5,2,6,5,4,11,10,6,7,8,11,9,12,12,11,Blockchain
650,650,11,7,9,8,9,6,4,6,8,6,11,12,12,7,10,8,5,9,7,7,9,10,11,5,9,6,8,3,1,4,8,6,11,6,8,10,11,8,5,8,11,10,6,2,7,6,7,3,7,6,Keamanan Komp
651,651,10,10,9,11,10,8,6,9,6,7,5,3,3,3,4,7,5,4,5,5,7,4,9,6,6,12,12,11,8,11,12,11,11,8,10,8,4,2,6,5,12,9,8,7,9,10,9,6,4,7,Kalkulus 1
652,652,10,6,2,3,5,5,6,4,3,4,3,3,7,2,4,4,4,1,5,4,3,2,3,6,4,10,10,9,10,10,4,4,1,1,2,3,5,4,3,4,8,7,5,3,6,10,7,10,9,9,Pemrograman Mobile
653,653,9,6,6,7,7,5,7,2,4,4,11,9,7,8,9,5,3,4,3,4,11,9,8,7,9,12,11,7,8,10,11,7,9,8,9,11,10,9,12,10,11,7,7,9,8,8,4,4,4,5,Keamanan Komp
654,654,12,11,7,7,9,12,11,11,11,11,5,3,2,6,4,12,11,7,8,10,6,7,9,6,7,10,8,7,12,9,8,9,7,12,9,5,5,5,10,6,8,8,6,9,8,8,11,10,4,8,Kalkulus 1
655,655,11,7,7,11,9,5,7,10,2,6,12,9,8,8,9,5,4,7,8,6,7,10,5,7,7,6,4,4,6,5,11,7,9,9,9,7,11,11,8,9,7,3,2,4,4,6,7,9,6,7,Pengolahan Gbr Data Sci
656,656,5,7,10,9,8,7,6,2,3,4,2,4,3,2,3,9,9,5,9,8,10,7,4,8,7,2,1,5,1,2,4,6,2,3,4,7,3,8,3,5,6,9,2,1,4,8,6,6,7,7,Machine Learning Lanjut
657,657,11,9,9,12,10,6,3,7,5,5,5,3,1,2,3,10,11,8,9,10,6,3,2,5,4,11,9,5,2,7,10,10,8,6,8,7,3,8,4,6,11,12,12,7,10,11,10,8,4,8,Kalkulus 1
658,658,6,9,11,3,7,6,3,3,4,4,5,3,1,1,2,12,12,8,4,9,5,6,5,10,6,11,7,8,12,10,6,6,6,6,6,7,3,6,2,4,10,9,10,10,10,5,4,8,2,5,Pemrograman Mobile
659,659,12,9,11,10,10,8,4,4,4,5,9,7,9,8,8,10,6,8,4,7,5,2,2,5,4,8,6,10,4,7,8,5,9,2,6,12,10,11,6,10,10,8,5,10,8,5,1,6,4,4,Kalkulus 1
660,660,7,9,4,6,6,8,6,5,10,7,9,7,9,3,7,7,9,8,5,7,4,6,1,1,3,2,3,7,3,4,4,2,3,1,2,8,8,6,7,7,8,7,4,5,6,6,3,7,5,5,Data Sci IoT
661,661,9,8,12,8,9,9,8,9,6,8,11,7,9,6,8,7,10,12,6,9,10,7,5,7,7,6,4,4,2,4,11,9,7,8,9,11,9,9,12,10,6,9,5,8,7,8,4,4,8,6,Pemrograman Web
662,662,5,7,8,10,8,6,7,3,4,5,5,1,3,1,2,10,6,4,5,6,12,10,9,12,11,8,5,8,1,6,5,2,5,1,3,5,3,4,6,4,8,5,10,1,6,12,10,9,9,10,Kalkulus 1
663,663,6,5,1,4,4,9,8,7,12,9,7,11,7,4,7,5,1,5,5,4,8,7,10,5,8,9,5,1,5,5,7,4,1,4,4,5,3,6,1,4,10,12,7,4,8,11,8,4,8,8,Pemrograman Mobile
664,664,10,9,6,10,9,10,10,9,9,10,10,7,9,3,7,9,9,10,8,9,6,8,9,3,6,5,6,3,3,4,5,4,4,9,6,5,7,3,5,5,2,1,2,5,2,6,2,7,6,5,Data Sci IoT
665,665,11,12,8,8,10,8,5,4,5,6,7,10,5,9,8,8,10,9,5,8,6,5,8,9,7,6,7,3,6,6,6,5,9,6,6,6,7,4,5,6,9,12,6,5,8,5,8,6,8,7,Jaringan Komp
666,666,5,9,10,2,6,10,6,4,2,6,9,9,12,10,10,10,10,11,7,10,6,5,6,3,5,8,7,8,6,7,9,9,5,2,6,6,3,6,5,5,5,5,9,4,6,7,3,3,1,4,Keamanan Komp
667,667,12,8,9,5,8,11,12,9,9,10,7,6,4,1,4,10,6,11,3,8,12,11,9,12,11,5,9,1,5,5,8,8,10,7,8,10,12,6,8,9,9,11,5,7,8,11,7,11,11,10,Blockchain
668,668,2,1,2,4,2,3,5,2,5,4,4,2,1,2,2,5,9,9,2,6,8,7,9,9,8,8,4,1,4,4,2,2,1,2,2,8,10,9,8,9,3,4,3,6,4,6,9,3,3,5,Machine Learning Lanjut
669,669,6,9,8,6,7,5,4,8,2,5,12,12,10,12,12,12,12,8,12,11,12,11,11,12,12,9,5,8,7,7,12,11,12,9,11,7,5,7,7,6,12,10,8,7,9,5,4,2,4,4,Machine Learning Lanjut
670,670,11,10,6,9,9,11,9,10,8,10,12,8,9,4,8,12,12,12,10,12,6,3,2,2,3,5,9,2,5,5,7,4,1,1,3,12,9,10,12,11,6,8,11,11,9,10,11,12,12,11,Jaringan Komp
671,671,10,10,12,8,10,10,12,12,7,10,7,5,1,3,4,11,7,3,4,6,10,10,6,2,7,6,6,5,2,5,11,12,9,6,10,8,10,8,6,8,7,11,5,3,6,5,1,2,2,2,Pengolahan Gbr Data Sci
672,672,8,7,5,2,6,10,8,7,8,8,8,9,7,10,8,6,5,4,7,6,8,9,10,4,8,9,5,4,1,5,2,1,4,1,2,9,10,10,6,9,9,9,7,10,9,8,10,4,5,7,Pemrograman Web
673,673,12,8,8,9,9,10,6,7,4,7,11,9,12,11,11,5,4,1,3,3,11,8,7,3,7,10,11,6,2,7,5,6,6,4,5,12,10,7,8,9,5,4,9,6,6,6,9,6,9,8,Kalkulus 1
674,674,11,12,11,12,12,10,7,7,10,8,10,12,12,8,10,5,6,8,1,5,10,6,3,4,6,8,6,4,2,5,8,6,9,9,8,6,4,9,5,6,5,8,1,4,4,10,7,7,6,8,Keamanan Komp
675,675,7,6,2,3,4,9,11,10,6,9,10,8,7,6,8,7,6,3,1,4,11,12,10,7,10,6,7,4,2,5,6,9,11,9,9,11,12,8,8,10,11,11,12,7,10,9,5,8,2,6,Pemrograman Web
676,676,2,1,1,1,1,6,8,4,3,5,8,4,7,5,6,9,9,10,8,9,4,3,7,3,4,7,7,9,6,7,8,6,5,4,6,4,6,8,7,6,4,4,1,4,3,3,4,5,3,4,Pemodelan B. Objek
677,677,11,7,6,7,8,8,11,8,8,9,5,8,4,1,4,8,8,9,8,8,11,12,8,7,10,5,3,2,6,4,12,11,11,8,10,12,9,9,8,10,12,8,6,2,7,9,11,11,5,9,Machine Learning Lanjut
678,678,6,10,3,7,6,7,7,8,5,7,8,12,12,6,10,9,5,4,4,6,8,7,12,4,8,11,8,4,3,6,10,6,5,7,7,7,11,4,3,6,5,7,10,10,8,10,10,10,12,10,Keamanan Komp
679,679,12,8,8,9,9,12,10,12,10,11,8,11,11,5,9,9,12,7,11,10,9,9,10,8,9,10,7,9,3,7,7,10,3,2,6,12,12,9,11,11,8,12,7,4,8,6,4,6,3,5,Jaringan Komp
680,680,10,8,8,10,9,7,3,6,7,6,9,7,4,6,6,6,5,4,5,5,7,3,1,6,4,8,7,6,7,7,3,6,4,5,4,10,8,5,9,8,4,8,8,1,5,10,6,7,6,7,Pemodelan B. Objek
681,681,5,8,9,4,6,8,5,9,4,6,6,10,9,11,9,10,12,9,12,11,9,7,6,7,7,10,9,10,8,9,9,12,5,5,8,8,4,8,6,6,7,11,12,7,9,6,8,10,5,7,Keamanan Komp
682,682,7,4,2,7,5,8,11,6,4,7,10,12,9,9,10,12,12,8,12,11,10,8,10,8,9,10,6,3,8,7,5,5,10,7,7,12,11,10,12,11,6,3,1,4,4,11,10,6,6,8,Jaringan Komp
683,683,5,9,5,10,7,9,6,6,5,6,6,8,2,5,5,9,10,9,6,8,9,9,5,2,6,12,12,12,10,12,7,4,2,3,4,12,10,7,3,8,10,10,8,11,10,7,8,5,5,6,Pemrograman Mobile
684,684,10,9,7,7,8,10,8,5,3,6,3,6,3,3,4,9,5,10,9,8,5,9,2,7,6,7,10,7,6,8,2,6,7,7,6,4,5,8,5,6,4,4,1,6,4,7,9,8,9,8,Pemodelan B. Objek
685,685,10,7,10,10,9,12,9,5,2,7,9,11,8,5,8,9,11,10,9,10,7,3,5,8,6,12,11,10,8,10,6,4,7,6,6,6,2,5,4,4,7,8,4,1,5,7,8,8,9,8,Kalkulus 1
686,686,10,9,11,10,10,7,3,1,5,4,12,12,10,12,12,9,6,9,10,8,7,5,4,8,6,10,9,8,4,8,12,12,12,8,11,6,3,8,7,6,5,2,6,7,5,8,5,6,6,6,Keamanan Komp
687,687,9,9,7,4,7,11,11,9,8,10,12,9,12,9,10,8,12,10,4,8,11,11,7,9,10,7,6,11,8,8,12,9,8,5,8,7,9,9,6,8,6,3,2,6,4,10,11,12,6,10,Machine Learning Lanjut
688,688,8,4,5,7,6,3,2,5,3,3,10,7,6,7,8,6,8,4,1,5,3,2,1,2,2,8,7,5,8,7,5,2,2,6,4,8,7,3,7,6,5,4,4,3,4,4,2,7,6,5,Kalkulus 1
689,689,9,7,5,8,7,6,10,2,2,5,6,3,4,7,5,11,8,5,10,8,6,5,10,8,7,8,9,9,9,9,7,5,5,9,6,6,6,4,7,6,8,8,6,11,8,9,6,5,4,6,Pemrograman Mobile
